AC,FM,UC,DL,DS,DP,ASTV,MSTV,ALTV,MLTV,Width,Min,Max,Nmax,Nzeros,Mode,Mean,Median,Variance,Tendency
0,0,0,0,0,0,19,1.9,0,15.1,39,103,142,1,0,120,120,122,3,0
0,0,0,0,0,0,19,1.9,0,15.1,39,103,142,1,0,120,120,122,3,0
0,0,0.001,0.001,0,0,25,1.4,3,9.3,31,105,136,1,0,126,122,124,5,0
0.001,0,0.006,0.001,0,0,21,1.7,0,14.3,37,105,142,1,0,125,123,125,3,0
0.001,0,0.006,0,0,0,22,1.7,0,13.9,37,105,142,0,0,125,124,126,3,0
0,0,0.001,0,0,0,25,1.3,4,9.5,30,106,136,1,0,125,122,124,3,0
0.001,0,0.005,0.001,0,0,21,1.7,0,14,37,105,142,1,0,125,123,125,3,0
0.004,0,0.005,0,0,0,25,1.4,0,8,44,104,148,4,0,126,125,127,3,0
0.004,0,0.002,0,0,0,25,1.5,0,8.3,44,104,148,5,0,126,125,126,4,0
0.002,0,0.003,0,0,0,27,1.3,0,8.1,39,104,143,3,0,126,124,126,2,0
0,0,0,0,0,0,29,1.2,0,8.5,26,107,133,1,0,126,124,126,1,1
0.003,0,0.008,0.008,0,0,18,3,0,16.2,98,60,158,7,0,127,120,124,28,0
0.002,0,0.009,0.009,0,0,16,3.5,0,23.1,98,60,158,5,0,107,115,115,34,0
0,0,0.011,0.011,0,0,13,3.8,0,23.6,98,60,158,6,1,127,113,115,41,0
0,0,0.006,0.002,0,0,27,1.1,0,10.7,35,101,136,1,0,125,122,124,3,0
0,0,0.006,0.004,0,0,30,1.1,0,7.6,39,93,132,2,0,126,122,125,4,1
0,0,0.004,0,0,0,25,1.2,0,11,31,105,136,0,0,125,122,124,2,0
0,0,0.005,0.005,0,0,26,1.3,0,9.8,47,85,132,3,2,126,119,123,10,1
0,0,0.006,0.009,0,0,18,1.9,0,8.8,44,91,135,4,0,126,117,121,19,1
0,0,0,0.006,0,0,21,1.9,0,9.5,57,82,139,4,0,133,119,124,38,1
0.007,0,0,0.002,0,0,26,1.4,0,5.6,61,85,146,5,0,140,129,134,28,1
0.008,0,0,0.002,0,0,24,1.6,0,8.4,78,79,157,3,0,136,127,131,21,1
0.003,0,0,0.009,0,0,18,2.4,0,4.9,74,69,143,1,1,131,117,120,40,1
0,0,0.003,0.014,0,0,13,3,0,0.4,96,56,152,3,2,109,110,112,20,0
0,0,0.002,0.015,0,0,13,3,0,0.7,83,69,152,3,0,110,110,113,16,0
0.01,0,0,0.002,0,0,25,1.6,0,9.1,72,85,157,6,2,136,129,133,15,1
0.009,0,0.007,0.002,0,0.001,22,1.7,0,0,129,52,181,8,0,140,136,142,63,1
0.01,0,0.009,0.001,0,0,24,1.5,0,0,72,109,181,4,0,153,150,154,16,0
0.011,0,0.011,0,0,0,23,1.7,0,6.9,84,110,194,6,0,160,158,161,23,0
0.011,0,0.015,0,0,0,26,1.5,0,3,61,109,170,2,1,155,151,154,11,1
0.009,0,0.005,0,0,0,24,1.5,0,9.4,33,122,155,1,1,136,137,138,3,0
0.009,0,0.008,0,0,0,23,1.5,0,10.3,33,122,155,2,0,136,137,139,3,0
0,0,0.01,0,0,0,21,1.5,0,10.4,23,114,137,1,0,129,128,130,1,0
0.004,0,0.003,0,0,0,28,1.2,0,10.3,43,118,161,3,1,131,134,133,9,-1
0.003,0,0.004,0,0,0,25,1.3,0,11.9,56,101,157,2,0,126,131,130,9,0
0.004,0,0.006,0,0,0,29,1.3,0,9.2,65,103,168,2,0,127,134,133,18,0
0.006,0,0.005,0,0,0,27,1.3,0,5.6,58,103,161,2,0,133,135,135,10,0
0.006,0,0.006,0,0,0,25,1.4,0,6.3,48,107,155,2,0,133,135,135,9,0
0.006,0,0.01,0,0,0,27,1.3,0,6.3,43,113,156,3,0,129,134,134,10,0
0.007,0,0.007,0,0,0,30,1.2,0,4.3,49,107,156,3,0,127,134,134,11,0
0,0,0.009,0,0,0,49,0.9,4,15.2,39,95,134,5,0,122,120,122,3,1
0,0,0.012,0,0,0,51,0.7,4,11.4,26,103,129,1,0,122,119,121,2,1
0,0,0.012,0,0,0,53,0.7,2,10.4,20,107,127,2,0,122,119,121,2,1
0.001,0,0.008,0.001,0,0,47,1,2,9.8,67,73,140,9,0,116,121,121,9,1
0.002,0,0.007,0,0,0,52,0.7,2,8.6,38,113,151,1,1,136,136,137,1,0
0.004,0,0.005,0,0,0,41,1.1,9,13,82,86,168,4,1,139,143,144,9,1
0.012,0,0.005,0,0,0,37,1.2,0,4.1,48,120,168,0,1,146,147,148,4,0
0.008,0,0.005,0,0,0,37,1.2,0,5.2,52,116,168,2,0,146,146,147,4,0
0.001,0,0.006,0,0,0,50,0.8,5,11.3,57,94,151,3,0,136,136,137,1,1
0.005,0,0.005,0,0,0,44,1.1,5,12.2,45,128,173,4,0,147,148,149,4,0
0.005,0,0.005,0,0,0,37,1,0,9.5,44,130,174,4,0,147,148,149,5,0
0.006,0,0.006,0,0,0,43,0.9,12,5.9,34,132,166,2,0,147,148,149,2,0
0.004,0,0.008,0,0,0,48,0.7,0,10.6,38,136,174,2,1,155,155,157,2,0
0,0,0.006,0,0,0,63,0.5,35,6.5,33,128,161,4,0,147,146,148,0,0
0.006,0,0.008,0,0,0,45,0.8,2,6.4,29,129,158,2,0,144,143,145,1,0
0.003,0,0.006,0,0,0,48,0.7,2,9.4,42,121,163,1,1,144,144,145,2,0
0,0,0.003,0,0,0,47,0.9,2,10.6,39,119,158,2,1,144,143,145,1,0
0.001,0,0.005,0,0,0,59,0.5,25,7.1,31,132,163,2,1,142,141,142,2,-1
0,0,0.004,0,0,0,61,0.4,34,5.9,15,132,147,1,0,142,140,142,0,0
0.001,0,0.005,0,0,0,61,0.4,45,5.1,22,133,155,2,0,142,140,142,0,0
0.001,0,0.005,0,0,0,62,0.4,42,5.4,22,133,155,2,0,142,140,142,0,0
0,0,0.007,0,0,0,59,0.5,32,6.1,16,132,148,1,0,140,140,142,0,0
0,0,0.007,0.001,0,0,54,0.5,12,9,32,117,149,2,0,140,137,140,2,1
0,0,0.005,0.003,0,0,51,0.6,2,8.9,30,116,146,1,0,138,134,137,3,1
0.006,0,0.007,0,0,0,48,0.7,1,8.1,42,120,162,5,0,139,141,142,4,0
0.007,0,0.007,0,0,0,47,0.8,2,10,39,120,159,1,0,139,139,141,3,0
0.001,0,0.004,0,0,0,43,0.7,31,7.8,21,120,141,0,0,131,130,132,1,0
0,0,0.005,0,0,0,45,0.7,33,7.7,19,122,141,0,0,131,130,131,1,0
0.002,0,0.005,0,0,0,40,0.7,9,8.1,29,122,151,1,0,131,132,132,2,-1
0.001,0,0.005,0,0,0,31,1.1,1,12.5,38,109,147,4,0,125,125,127,3,0
0.003,0,0.004,0,0,0,32,1,5,10.7,47,100,147,1,0,126,127,128,3,0
0.003,0,0.004,0.001,0,0,32,1,7,8.4,54,93,147,2,0,126,126,128,3,0
0.002,0,0.004,0.002,0,0,36,1,10,9.6,54,93,147,1,0,126,127,128,3,0
0.002,0,0.006,0.002,0,0,19,1.7,0,14.2,59,89,148,1,1,120,118,121,5,0
0.004,0,0.007,0.001,0,0,20,1.7,0,9.9,78,79,157,4,2,120,121,123,7,0
0.007,0,0.008,0,0,0,20,1.7,0,3.5,78,79,157,6,3,123,124,125,7,0
0,0,0.005,0.002,0,0,20,1.7,0,14,59,89,148,1,1,120,118,121,4,0
0.005,0,0.005,0,0,0,22,1.5,0,13.2,51,102,153,2,0,112,118,117,11,-1
0.005,0,0.004,0,0,0,24,1.3,5,10.5,40,103,143,1,0,114,114,115,4,-1
0,0,0.004,0,0,0,23,1.3,10,12.5,40,104,144,0,0,112,113,113,2,-1
0.01,0,0.005,0,0,0,24,1.3,5,6,39,105,144,0,0,114,116,116,5,-1
0.008,0,0.006,0,0,0,25,1.3,0,7.3,37,105,142,1,0,114,115,115,4,-1
0.003,0,0.004,0,0,0,24,1.3,8,10.4,40,104,144,0,1,114,114,114,3,-1
0.008,0,0.003,0,0,0,20,1.7,0,5.8,42,109,151,2,0,122,126,125,8,0
0.001,0,0.003,0.001,0,0,26,1.4,0,11,56,94,150,3,0,120,118,119,6,0
0,0,0.007,0,0,0,26,1.2,0,11.1,44,100,144,3,0,120,119,120,2,0
0.002,0,0.004,0.002,0,0,25,1.5,35,6.5,90,70,160,2,2,126,120,124,13,0
0,0,0.008,0.002,0,0,21,1.5,0,10.3,55,89,144,1,1,123,118,121,6,0
0.003,0,0.004,0.001,0,0,26,1.4,23,6.3,88,72,160,1,1,126,123,126,7,0
0.004,0,0.007,0.001,0,0,23,1.5,5,7.9,75,70,145,1,1,126,122,125,9,1
0,0,0.002,0,0,0,25,1.3,9,9.3,40,103,143,3,0,126,122,124,4,0
0,0,0.003,0,0,0,23,1.5,0,16.1,39,106,145,3,1,125,124,126,3,0
0.001,0,0.006,0,0,0,26,1.2,0,13.8,39,106,145,1,0,120,122,122,3,0
0,0,0.007,0,0,0,27,1.2,0,13,37,109,146,1,0,120,120,121,1,-1
0.007,0,0.006,0,0,0,20,1.6,0,9.4,82,75,157,3,0,120,121,121,8,0
0.006,0,0.006,0.001,0,0,20,1.7,0,10.8,88,69,157,5,0,114,118,118,13,0
0.005,0,0.005,0.002,0,0,20,1.7,0,10.6,84,69,153,5,0,114,117,116,13,0
0,0,0.005,0,0,0,21,1.6,0,13.1,41,100,141,1,0,114,113,114,2,-1
0.007,0,0.006,0,0,0.001,17,2,0,13.9,73,84,157,0,1,120,117,119,13,0
0.003,0,0.007,0.002,0,0,21,1.7,2,9.9,60,84,144,1,1,114,113,115,7,0
0,0,0.007,0.005,0,0,16,2.2,3,10.4,62,78,140,3,1,112,108,110,10,0
0,0,0.005,0,0,0,26,1.3,0,10.1,37,90,127,2,1,114,114,116,2,1
0.003,0,0.004,0,0,0,26,1.2,1,8.4,54,90,144,4,2,120,116,117,4,0
0,0,0.006,0,0,0,25,1.3,0,9.3,34,104,138,4,1,119,116,118,2,0
0.002,0,0.009,0.004,0,0.002,15,2.3,0,5.6,92,77,169,4,1,114,109,110,33,-1
0.003,0,0.009,0.001,0,0,21,1.7,0,10.7,83,85,168,2,0,129,122,125,19,0
0.004,0,0.01,0.001,0,0,22,1.7,0,10.2,102,76,178,3,2,129,124,128,17,0
0.001,0,0.009,0.001,0,0.001,25,1.7,0,10.3,108,71,179,3,2,129,122,130,42,0
0.004,0,0.008,0.002,0,0.001,23,1.9,0,8.5,123,71,194,4,0,131,129,132,59,0
0.006,0,0.007,0.003,0,0.001,21,2.3,0,1.7,125,71,196,3,0,145,127,130,127,0
0.007,0,0.01,0.002,0,0.001,19,2.8,0,12.2,127,71,198,5,0,145,133,136,114,0
0.011,0,0.011,0,0,0,18,3,0,14.9,122,76,198,4,1,145,146,147,65,0
0,0,0.005,0.007,0,0.001,25,1.6,0,4,98,60,158,6,0,136,126,134,34,1
0.005,0,0.005,0.002,0,0,36,0.9,0,5,63,115,178,4,0,148,148,149,9,0
0,0,0.007,0.002,0,0,34,1,6,10.5,56,99,155,5,0,148,142,146,9,1
0.002,0,0.007,0.005,0,0,32,1.1,16,6.6,78,97,175,5,0,145,139,144,16,0
0,0,0.006,0.005,0,0,33,1,18,6.7,67,97,164,2,0,145,139,144,12,1
0.003,0,0.008,0.006,0,0,28,1.3,9,3.5,90,85,175,6,0,144,134,138,31,0
0.015,0.01,0.005,0.003,0,0,22,2.1,0,0,107,67,174,4,0,134,136,138,16,0
0.008,0.007,0.007,0.005,0,0,23,2.1,0,5.5,125,53,178,8,0,143,128,137,65,1
0.003,0.012,0.004,0.006,0,0,22,2.2,0,8.5,125,53,178,9,0,143,123,131,84,0
0.002,0.014,0.006,0.008,0,0,18,2.7,0,6.3,125,53,178,10,0,131,115,121,72,0
0.007,0.008,0.005,0.005,0,0.001,19,2.4,0,1.9,107,67,174,7,0,134,123,129,57,0
0.006,0.01,0.004,0.005,0,0.001,22,2.2,0,6.3,109,65,174,7,0,143,126,134,70,0
0,0.012,0.005,0.007,0,0.002,22,2.3,0,8.4,125,53,178,9,0,143,121,130,97,0
0.003,0.009,0.007,0.005,0,0.001,24,2,0,9,91,65,156,6,0,133,125,131,42,1
0,0.014,0.008,0.006,0,0.002,17,2.7,0,8.7,125,53,178,9,0,133,114,122,73,0
0.006,0.006,0.005,0.004,0,0,32,1.5,0,5.4,90,68,158,6,0,133,133,135,16,1
0.008,0.01,0.004,0.005,0,0,31,1.7,0,2.9,141,57,198,11,0,137,130,137,41,0
0.008,0.01,0.003,0.005,0,0,27,1.9,0,1.1,141,57,198,12,0,135,125,135,59,0
0.003,0.006,0.003,0.006,0,0.003,14,2.7,0,0,89,67,156,4,0,115,115,116,44,0
0.006,0.01,0.005,0.005,0,0.001,22,2.2,0,6.6,109,65,174,6,0,143,127,135,71,0
0,0.011,0.004,0.006,0,0.002,22,2.4,0,9.2,125,53,178,11,0,143,121,131,101,0
0.005,0.008,0.004,0.005,0,0,29,1.6,0,7.1,90,68,158,6,0,133,131,133,19,1
0.007,0.009,0.003,0.005,0,0,32,1.6,0,3.5,109,68,177,11,0,137,129,135,35,0
0.008,0.008,0.004,0.005,0,0,33,1.5,0,3.9,141,57,198,8,0,137,132,136,21,0
0.006,0.011,0.004,0.004,0,0.001,29,1.7,0,5.8,115,62,177,11,0,137,128,133,37,0
0.003,0.017,0.003,0.003,0,0.003,30,2,0,6,111,54,165,14,0,129,112,129,103,1
0,0.019,0.003,0.003,0,0.003,29,2.2,0,7.2,145,54,199,14,0,129,107,124,126,0
0,0.019,0.003,0.002,0,0.003,30,2.1,0,8.6,128,54,182,12,0,129,104,120,134,0
0.001,0,0.005,0.002,0,0,28,1.3,0,13.3,79,76,155,3,2,140,135,138,11,1
0.005,0,0.002,0.003,0,0,25,1.5,0,11,92,76,168,4,2,141,138,140,16,1
0.01,0,0.003,0.005,0,0,20,2.1,0,2.9,99,76,175,5,0,141,138,142,29,1
0.01,0,0.003,0.004,0,0,21,2,0,6.3,95,80,175,6,2,143,139,142,23,0
0.005,0,0.002,0.003,0,0,26,1.5,0,7.5,94,68,162,9,1,143,137,142,26,1
0.002,0,0.002,0.003,0,0,29,1.5,0,8.6,102,67,169,11,1,143,136,141,33,1
0.002,0,0.003,0.003,0,0,28,1.4,0,8.4,94,68,162,11,1,143,137,142,26,1
0,0,0.004,0,0,0,23,1.5,0,13.1,42,106,148,5,0,138,136,138,3,1
0.001,0,0.003,0.004,0,0,29,1.6,0,5.2,102,67,169,10,1,147,136,143,45,1
0,0,0.004,0.006,0,0,28,1.9,0,5.5,102,67,169,11,2,148,133,140,66,1
0,0,0.002,0.005,0,0,30,1.6,0,4.8,102,67,169,10,2,148,135,142,50,1
0,0,0.008,0.001,0,0,60,0.4,8,7.2,33,123,156,0,0,147,145,148,2,1
0.008,0,0.005,0,0,0,32,1,0,2.6,47,110,157,1,0,131,131,131,8,0
0.006,0,0.008,0.004,0,0,24,1.7,0,4.1,72,74,146,4,0,129,121,126,25,1
0.003,0,0.007,0.005,0,0.001,26,1.4,0,1.1,73,71,144,6,0,123,112,117,36,0
0.001,0,0.008,0.006,0,0.001,27,1.4,0,4.4,69,70,139,4,0,114,110,114,24,0
0.004,0,0.009,0.004,0,0,34,1.1,0,6.3,83,70,153,5,1,127,123,126,29,1
0.004,0,0.009,0.003,0,0,37,1,0,6.6,71,82,153,6,0,136,126,129,35,1
0.006,0,0.009,0,0,0,39,0.9,0,8.6,58,95,153,4,0,150,131,132,47,0
0.005,0,0.008,0.002,0,0,37,0.9,0,7.5,71,82,153,5,0,150,128,130,68,1
0.007,0,0.01,0,0,0,41,0.8,0,6.6,48,105,153,3,0,150,135,137,32,1
0,0,0.006,0,0,0,58,0.4,31,6.1,22,141,163,2,0,155,153,155,1,0
0.002,0,0.008,0.007,0,0,41,1.4,27,4.6,115,67,182,4,0,157,140,150,80,1
0.003,0,0.005,0.013,0,0,25,2.1,0,0,115,67,182,2,0,143,128,133,83,0
0,0,0.001,0,0,0,50,0.7,17,7.3,42,125,167,8,0,153,154,155,2,1
0,0,0.003,0,0,0,51,0.6,13,8.3,24,141,165,1,0,153,152,153,1,0
0.005,0,0.004,0,0,0,51,0.7,5,7.7,67,104,171,5,0,149,153,154,5,1
0.004,0,0.007,0,0,0,55,0.6,8,5.9,27,138,165,5,0,149,150,151,2,0
0,0,0.008,0,0,0,57,0.6,10,8.2,66,93,159,4,0,149,149,150,1,1
0.002,0,0.005,0,0,0,51,0.8,9,9.5,50,112,162,8,0,153,149,151,4,1
0.002,0,0.008,0,0,0,48,0.7,0,8.8,39,123,162,3,0,149,147,149,2,0
0.008,0,0.006,0,0,0,42,1,0,8.5,61,106,167,2,0,150,149,151,3,1
0.01,0,0.007,0,0,0,40,1,0,2.1,57,111,168,6,0,147,148,149,6,0
0.005,0,0.005,0.001,0,0,41,0.9,6,4.9,63,116,179,6,1,155,153,154,5,0
0.004,0,0.001,0.001,0,0,40,0.9,5,8.3,97,82,179,7,1,152,153,154,7,1
0.004,0,0.005,0.001,0,0,38,1,3,7,63,116,179,3,0,155,153,155,6,0
0.001,0,0.005,0,0,0,43,0.8,1,10.2,45,129,174,0,0,155,154,156,2,0
0,0,0.005,0,0,0,43,0.7,1,10.2,40,129,169,1,0,157,154,156,3,0
0.002,0,0.005,0,0,0,42,0.7,0,10,37,136,173,1,0,155,154,156,2,0
0.009,0,0.006,0,0,0,34,1,0,8.7,48,126,174,1,0,153,153,154,5,0
0.01,0,0.006,0,0,0,38,0.9,0,6,48,126,174,1,0,155,154,155,4,0
0.007,0,0.004,0,0,0,37,0.9,0,6.9,52,126,178,0,0,155,153,155,4,0
0.01,0,0.004,0,0,0,35,1,0,3.4,52,126,178,2,0,155,154,155,4,0
0.006,0,0.004,0,0,0,44,0.7,36,3.6,35,143,178,0,0,157,158,159,1,0
0.002,0,0.006,0,0,0,46,0.6,49,4.8,24,143,167,1,0,160,157,159,1,0
0,0,0.005,0,0,0,48,0.6,52,5.2,18,149,167,2,0,160,158,159,0,0
0.001,0,0.002,0,0,0,46,0.7,41,5.3,23,144,167,1,0,157,157,159,0,0
0.006,0,0.006,0,0,0,42,0.9,37,4.9,42,132,174,1,0,157,157,159,1,0
0.013,0,0.01,0,0,0,36,1.2,0,4.8,42,132,174,2,0,157,157,158,2,0
0.003,0,0.004,0,0,0,44,0.7,6,8.2,28,142,170,1,0,155,155,156,1,0
0.004,0,0.005,0,0,0,44,0.8,8,9.4,31,142,173,4,0,157,156,158,1,0
0.002,0,0.008,0,0,0,44,0.9,15,9.6,60,135,195,5,0,157,158,158,1,0
0.004,0,0.005,0,0,0,40,0.9,8,11.8,47,126,173,5,0,157,156,158,3,0
0,0,0.007,0,0,0,41,1,5,13.4,60,135,195,4,1,157,155,158,2,0
0.005,0,0.002,0,0,0,40,0.9,0,10.6,35,136,171,1,0,153,155,156,4,0
0,0,0.007,0,0,0,37,1.1,3,13,42,126,168,2,0,157,153,156,5,1
0,0,0.006,0,0,0,51,0.5,59,4.8,11,152,163,1,0,160,159,161,0,1
0,0,0.006,0,0,0,51,0.5,62,4.5,8,155,163,1,0,160,159,161,0,0
0,0,0.007,0,0,0,51,0.6,56,4.4,13,152,165,2,0,160,159,161,0,0
0,0,0.007,0,0,0,51,0.6,49,4.3,13,152,165,1,0,160,159,160,0,0
0.005,0,0.005,0,0,0,27,1.5,8,13,50,129,179,3,0,157,154,157,6,0
0.006,0,0.009,0,0,0,21,1.8,0,15.5,56,129,185,2,0,157,155,156,7,0
0.004,0,0.005,0,0,0,36,0.8,8,9.4,45,135,180,3,0,157,157,158,3,0
0,0,0.003,0,0,0,38,0.9,17,12.2,34,135,169,3,0,157,155,158,3,0
0.002,0,0.007,0,0,0,42,0.7,12,7.1,36,144,180,1,0,163,159,161,3,0
0,0,0.008,0,0,0,44,0.6,19,6.9,19,150,169,1,0,163,161,163,0,0
0.006,0,0.009,0.001,0,0,34,1.3,1,5.3,75,104,179,8,0,163,161,164,10,1
0.01,0,0.01,0.002,0,0,29,1.7,0,1.8,121,58,179,7,0,169,161,166,22,1
0.009,0,0.011,0.002,0,0,30,1.5,0,1.8,57,122,179,3,0,169,161,167,19,1
0.01,0,0.008,0,0,0,35,1,0,0.5,34,145,179,3,0,169,166,169,5,1
0,0,0.007,0.001,0,0,47,0.7,1,11.2,31,114,145,1,0,136,134,136,2,1
0,0,0.008,0,0,0,51,0.6,2,9.6,25,116,141,1,0,136,135,137,1,1
0.009,0,0.009,0,0,0,35,1.2,0,12.6,55,109,164,3,0,136,139,140,9,0
0.013,0,0.01,0,0,0,30,1.3,0,11.2,69,97,166,2,0,145,142,144,8,1
0.013,0,0.011,0,0,0.002,28,1.7,0,0,104,62,166,7,1,145,134,145,76,1
0,0,0.006,0,0.001,0.001,32,1.3,0,13.6,91,60,151,1,1,99,116,125,72,1
0.002,0,0.009,0,0,0.002,30,1.2,0,14.7,58,95,153,3,0,133,128,132,16,0
0.01,0,0.01,0,0,0,27,1.7,0,11.3,122,54,176,8,0,150,146,149,18,1
0.002,0,0.009,0,0,0,51,0.6,38,4.8,23,125,148,1,0,134,135,136,1,0
0.007,0,0.007,0,0,0,36,1.1,0,8.9,66,90,156,6,1,136,135,137,5,1
0.004,0,0.006,0,0,0,48,0.7,32,6.7,53,102,155,5,0,137,136,138,2,0
0.003,0,0.007,0,0,0,33,1.1,0,16.4,53,103,156,3,0,133,133,134,4,0
0.002,0,0.006,0,0,0,39,0.9,8,12.3,43,112,155,3,0,136,134,136,3,0
0,0,0.005,0,0,0,31,1.1,0,17.6,47,103,150,3,1,131,132,133,2,0
0,0,0.005,0,0,0,31,1.1,0,14.3,36,114,150,1,2,131,132,133,1,0
0,0,0.005,0,0,0,49,0.6,25,5.4,14,129,143,1,0,137,136,138,0,0
0.003,0,0.007,0.002,0,0,28,1.4,0,15.9,54,109,163,3,0,140,138,139,9,0
0.005,0,0.008,0.003,0,0,31,1.3,0,12.8,60,103,163,2,0,140,139,140,10,0
0,0,0.007,0,0,0,36,1,8,16.4,59,91,150,3,0,136,134,137,3,1
0,0,0.007,0,0,0,43,0.8,30,11.2,48,106,154,4,0,145,140,143,4,1
0,0,0.008,0,0,0,48,0.6,46,6.8,25,125,150,2,0,145,142,144,1,1
0.002,0,0.006,0,0,0,40,0.9,21,11.2,50,106,156,3,0,142,140,142,3,1
0.003,0,0.006,0,0,0,34,1.1,6,14.5,58,101,159,4,0,142,139,142,4,1
0.003,0,0.005,0.001,0,0,33,1.2,5,13.7,58,101,159,4,0,142,138,141,5,1
0.004,0,0.006,0.002,0,0,35,1.1,8,7.4,48,109,157,2,1,142,138,141,4,0
0,0,0.008,0,0,0,36,1,0,16.1,37,117,154,2,0,139,137,138,3,0
0,0,0.007,0,0,0,47,0.7,22,10,36,117,153,2,1,144,141,143,2,1
0,0,0.006,0,0,0,53,0.5,37,5.9,17,134,151,2,0,144,142,144,0,0
0,0,0.007,0,0,0,54,0.5,40,5.6,17,134,151,2,0,144,143,145,0,0
0.006,0,0.006,0,0,0,43,0.7,1,4.6,39,120,159,0,1,145,144,146,2,0
0.006,0,0.007,0.001,0,0,43,0.7,4,5.1,46,112,158,1,0,144,142,144,3,1
0,0,0.009,0.008,0,0,42,2.5,23,8.2,162,51,213,4,0,156,142,154,87,0
0,0,0.009,0.009,0,0,39,2.5,25,5.6,137,51,188,4,1,155,139,153,97,1
0,0,0.005,0,0,0,63,0.4,65,4.6,12,146,158,1,0,153,153,155,0,1
0,0,0.007,0,0,0,62,0.4,46,5.5,14,146,160,1,0,154,153,155,0,0
0,0,0.006,0,0,0,61,0.4,34,5.6,12,148,160,1,0,154,153,155,0,0
0.001,0,0.008,0,0,0,55,0.5,19,6.4,23,147,170,2,0,155,155,156,0,0
0,0,0.008,0,0,0,59,0.5,27,5.5,15,148,163,1,0,155,154,156,0,0
0.002,0,0.006,0.001,0,0,51,0.6,16,6,44,125,169,3,0,157,156,158,3,1
0.003,0,0.006,0,0,0,50,0.6,21,5.3,27,142,169,2,0,157,157,158,2,0
0.005,0,0.008,0.002,0,0,32,1.2,0,8.8,65,115,180,3,0,153,152,154,12,0
0.005,0,0.007,0.003,0,0,33,1.1,0,7.7,68,113,181,3,0,153,154,155,12,0
0.006,0,0.008,0.002,0,0,28,1.4,0,8.3,80,102,182,3,0,155,152,154,23,0
0,0,0.004,0.002,0,0,33,1.2,2,10.4,61,99,160,2,0,153,147,152,19,1
0.004,0,0.006,0,0,0,40,0.8,0,9.9,59,112,171,3,0,160,154,157,8,1
0.012,0,0.012,0,0,0,24,1.4,0,0,74,117,191,3,1,155,154,157,14,0
0,0,0.004,0.009,0,0,26,2.1,0,0,81,76,157,4,0,86,109,106,110,-1
0.002,0,0.008,0.003,0,0,22,2.1,0,18.5,105,55,160,4,1,131,131,134,15,1
0,0,0.003,0.003,0,0,34,1,7,9.4,66,83,149,7,1,136,133,137,7,1
0,0,0.003,0,0,0,30,1.1,0,13.7,52,97,149,4,1,133,133,135,3,1
0.001,0,0.005,0.004,0,0,29,1.5,1,16,92,61,153,4,1,133,129,134,23,1
0,0,0.006,0.006,0,0,26,1.8,0,15,97,53,150,3,3,133,126,132,35,1
0.001,0,0.005,0.005,0,0,30,1.8,5,19.9,99,52,151,7,0,139,130,137,31,1
0,0,0.004,0.007,0,0,37,1.1,22,2.9,93,50,143,5,0,138,129,136,31,1
0,0,0.01,0,0,0,27,2.8,8,26.1,74,89,163,7,1,138,134,138,13,0
0,0,0.007,0.008,0,0,20,2.1,0,8.2,115,50,165,7,2,126,117,126,63,0
0,0,0.005,0.007,0,0,21,1.9,0,8.6,104,50,154,9,2,126,117,127,64,1
0.009,0,0.007,0,0,0,37,1.5,0,12.3,55,114,169,3,0,150,150,152,8,1
0.01,0,0.009,0,0,0,42,1.4,0,0,51,120,171,0,1,157,153,155,8,1
0,0,0.005,0,0,0,36,2.4,0,16,78,114,192,6,1,160,157,160,14,0
0,0,0.004,0,0,0,19,2.2,0,17.8,45,110,155,3,0,144,141,143,6,1
0.005,0,0.002,0,0,0,18,4.2,0,17.2,62,114,176,4,0,157,149,151,13,0
0.002,0.048,0.004,0.004,0,0,62,2.6,0,3.2,91,81,172,7,0,140,122,142,8,0
0.004,0.032,0.004,0.001,0,0,65,2.3,0,1.3,34,127,161,1,0,138,129,140,3,-1
0.004,0.051,0.004,0.002,0,0,63,1.8,0,6.4,76,96,172,8,0,142,132,143,5,0
0.005,0.036,0.004,0.001,0,0,65,2.5,0,1.6,34,127,161,1,0,138,127,140,3,-1
0.006,0.035,0.003,0.001,0,0,65,2.7,0,1.1,35,126,161,2,0,138,126,140,3,0
0.001,0.049,0.001,0.009,0,0,65,3.6,0,1.7,143,67,210,7,1,145,108,149,38,0
0.003,0.049,0.002,0.006,0,0.001,66,3.4,0,0.3,113,67,180,7,0,141,110,147,89,1
0.004,0.041,0.003,0.004,0,0.001,66,3.2,0,0.5,106,69,175,10,0,138,112,146,98,1
0.003,0.05,0.002,0.006,0,0.001,66,3.3,0,0.3,113,67,180,7,0,141,111,147,90,1
0.003,0.048,0.003,0.006,0,0.001,66,3.5,0,0.3,143,67,210,7,0,142,108,147,85,0
0.002,0.052,0.001,0.008,0,0,64,3.8,0,1.3,143,67,210,10,2,145,111,149,49,0
0.013,0.002,0.007,0.001,0,0,53,2.5,0,0.3,85,84,169,3,0,135,133,140,13,0
0.012,0.002,0.007,0.001,0,0,53,2.6,0,0.2,86,84,170,5,0,135,134,140,12,0
0.009,0,0.007,0.001,0,0,53,2.7,0,4.3,111,71,182,6,1,139,124,139,15,0
0.012,0.003,0.006,0,0,0,55,2.2,0,2.4,75,85,160,8,0,135,132,136,8,1
0.01,0.001,0.004,0,0,0,55,2.1,0,0,77,85,162,4,0,140,134,139,10,1
